compound_id,compound_name,structural_class,subfamily,property,quantity,unit,value_num,uncertainty,range_low,range_high,value_reported,scale,direction,denominator,setting,emission_band,bimodal,enzyme,enzyme_class,ph_regime,conditions,basis,secondary,provisional,superseded,source_locator,citation_key,doi,url,verification_status
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.14,0.002,,,0.14 +/- 0.002,,brighter_is_larger,Luc2 with D-luciferin = 100,in vitro,,,CBR2 (mouse codon-optimised click beetle red luciferase R334S/G351R variant),click-beetle luciferase,,"IN VITRO SPECIFIC ACTIVITY: triplicate, white 96-well plates, 2.5 ug purified enzyme + 50 uL of 0.1 mM analogue in 50 mM Tricine pH 7.4; BL started by automated injection of 50 uL of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4; signal monitored over 2 min on a Synergy 2 luminometer; data INTEGRATED and corrected for the spectral response of the Hamamatsu R928 PMT. Assays at pH 7.4 and 23 degC.",,,,,,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.14,0.02,,,0.14 +/- 0.02,,brighter_is_larger,Luc2 with D-luciferin = 100,in vitro,,,Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations),engineered firefly luciferase,,"IN VITRO SPECIFIC ACTIVITY: triplicate, white 96-well plates, 2.5 ug purified enzyme + 50 uL of 0.1 mM analogue in 50 mM Tricine pH 7.4; BL started by automated injection of 50 uL of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4; signal monitored over 2 min on a Synergy 2 luminometer; data INTEGRATED and corrected for the spectral response of the Hamamatsu R928 PMT. Assays at pH 7.4 and 23 degC.",,,,,,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,,,,,"through a 1 cm agarose phantom containing 50% whole equine blood, integrated emission was attenuated more than 100-fold with D-LH2 but less than 10-fold with DL-iLH2",,,,,,,"WT, x2, x5 and x11 Flucs",engineered firefly luciferase,,"1 cm thick agarose phantom with 50% whole equine blood, Hb ~0.55 mM by spectrometry","TISSUE-ATTENUATION factor, not a brightness",,,,,Jathoul2022,10.3389/fbioe.2022.897272,https://pmc.ncbi.nlm.nih.gov/articles/PMC9459109/,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.17,0.01,,,0.17 +/- 0.01,,brighter_is_larger,Luc2 with D-luciferin = 100,in vitro,,,RedFluc (Targeting Systems mammalian codon-optimised red-shifted Luciola italica luciferase),wild-type firefly luciferase,,"IN VITRO SPECIFIC ACTIVITY: triplicate, white 96-well plates, 2.5 ug purified enzyme + 50 uL of 0.1 mM analogue in 50 mM Tricine pH 7.4; BL started by automated injection of 50 uL of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4; signal monitored over 2 min on a Synergy 2 luminometer; data INTEGRATED and corrected for the spectral response of the Hamamatsu R928 PMT. Assays at pH 7.4 and 23 degC. Values relative to Luc2/LH2 = 100.","IN VITRO SPECIFIC ACTIVITY (integrated light over 2 min, PMT-corrected), relative to Luc2/LH2 = 100; Table S1",,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.05,0.01,,,0.05 +/- 0.01,,brighter_is_larger,Luc2 with D-luciferin = 100,live cell,,,RedFluc (Targeting Systems mammalian codon-optimised red-shifted Luciola italica luciferase) expressed in HEK293T cells,wild-type firefly luciferase,,"LIVE-CELL ACTIVITY: HEK293T cells transfected with luc-pNL3.1, 50,000 cells per well; growth medium replaced with 0.1 mL of 0.5 mM LH2 or analogue in 50 mM Tricine pH 7.4 / growth medium (1:1) with 5 uM ATP; BL measured at 37 degC on an IVIS Spectrum III (auto exposure, FOV B, OPEN filter), highest average radiance (p/s/cm2/sr) within the first 5 min, normalised to the co-expressed NanoLuc activity for transfection efficiency; relative to Luc2/LH2 = 100.",LIVE-CELL ACTIVITY relative to Luc2/LH2 = 100; Table S1. This is a different basis from the in vitro specific activity and the two do not track each other.,,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.04,0.001,,,0.04 +/- 0.001,,brighter_is_larger,Luc2 with D-luciferin = 100,live cell,,,Akaluc (Luc2 variant with 28 mutations) expressed in HEK293T cells,engineered firefly luciferase,,"LIVE-CELL ACTIVITY: HEK293T cells transfected with luc-pNL3.1, 50,000 cells per well; growth medium replaced with 0.1 mL of 0.5 mM LH2 or analogue in 50 mM Tricine pH 7.4 / growth medium (1:1) with 5 uM ATP; BL measured at 37 degC on an IVIS Spectrum III (auto exposure, FOV B, OPEN filter), highest average radiance (p/s/cm2/sr) within the first 5 min, normalised to the co-expressed NanoLuc activity for transfection efficiency; relative to Luc2/LH2 = 100.",LIVE-CELL ACTIVITY relative to Luc2/LH2 = 100; Table S1. This is a different basis from the in vitro specific activity and the two do not track each other.,,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.03,0.001,,,0.03 +/- 0.001,,brighter_is_larger,Luc2 with D-luciferin = 100,in vitro,,,Mut51 (Luc2 variant F243M/S347G),engineered firefly luciferase,,"IN VITRO SPECIFIC ACTIVITY: triplicate, white 96-well plates, 2.5 ug purified enzyme + 50 uL of 0.1 mM analogue in 50 mM Tricine pH 7.4; BL started by automated injection of 50 uL of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4; signal monitored over 2 min on a Synergy 2 luminometer; data INTEGRATED and corrected for the spectral response of the Hamamatsu R928 PMT. Assays at pH 7.4 and 23 degC. Values relative to Luc2/LH2 = 100.","IN VITRO SPECIFIC ACTIVITY (integrated light over 2 min, PMT-corrected), relative to Luc2/LH2 = 100; Table S1",,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.56,0.05,,,0.56 +/- 0.05,,brighter_is_larger,Luc2 with D-luciferin = 100,live cell,,,"Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations; built by adding S284T, H354R and A357Y to x11a Fluc) expressed in HEK293T cells",engineered firefly luciferase,,"LIVE-CELL ACTIVITY: HEK293T cells transfected with luc-pNL3.1, 50,000 cells per well; growth medium replaced with 0.1 mL of 0.5 mM LH2 or analogue in 50 mM Tricine pH 7.4 / growth medium (1:1) with 5 uM ATP; BL measured at 37 degC on an IVIS Spectrum III (auto exposure, FOV B, OPEN filter), highest average radiance (p/s/cm2/sr) within the first 5 min, normalised to the co-expressed NanoLuc activity for transfection efficiency; relative to Luc2/LH2 = 100.",LIVE-CELL ACTIVITY relative to Luc2/LH2 = 100; Table S1. This is a different basis from the in vitro specific activity and the two do not track each other.,,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,1.3,0.04,,,1.3 +/- 0.04,,brighter_is_larger,Luc2 with D-luciferin = 100,live cell,,,CBR2 (mouse codon-optimised click beetle red luciferase R334S/G351R variant) expressed in HEK293T cells,click-beetle luciferase,,"LIVE-CELL ACTIVITY: HEK293T cells transfected with luc-pNL3.1, 50,000 cells per well; growth medium replaced with 0.1 mL of 0.5 mM LH2 or analogue in 50 mM Tricine pH 7.4 / growth medium (1:1) with 5 uM ATP; BL measured at 37 degC on an IVIS Spectrum III (auto exposure, FOV B, OPEN filter), highest average radiance (p/s/cm2/sr) within the first 5 min, normalised to the co-expressed NanoLuc activity for transfection efficiency; relative to Luc2/LH2 = 100.",LIVE-CELL ACTIVITY relative to Luc2/LH2 = 100; Table S1. This is a different basis from the in vitro specific activity and the two do not track each other.,,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.21,0.01,,,0.21 +/- 0.01,,brighter_is_larger,Luc2 with D-luciferin = 100,in vitro,,,PLR3 (G246A/F250H variant of the mammalian codon-optimised Phrixothrix railroad-worm luciferase PLR1),engineered firefly luciferase,,"IN VITRO SPECIFIC ACTIVITY: triplicate, white 96-well plates, 2.5 ug purified enzyme + 50 uL of 0.1 mM analogue in 50 mM Tricine pH 7.4; BL started by automated injection of 50 uL of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4; signal monitored over 2 min on a Synergy 2 luminometer; data INTEGRATED and corrected for the spectral response of the Hamamatsu R928 PMT. Assays at pH 7.4 and 23 degC. Values relative to Luc2/LH2 = 100.","IN VITRO SPECIFIC ACTIVITY (integrated light over 2 min, PMT-corrected), relative to Luc2/LH2 = 100; Table S1",,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,0.32,0.03,,,0.32 +/- 0.03,,brighter_is_larger,Luc2 with D-luciferin = 100,live cell,,,PLR3 (G246A/F250H variant of the mammalian codon-optimised Phrixothrix railroad-worm luciferase PLR1) expressed in HEK293T cells,engineered firefly luciferase,,"LIVE-CELL ACTIVITY: HEK293T cells transfected with luc-pNL3.1, 50,000 cells per well; growth medium replaced with 0.1 mL of 0.5 mM LH2 or analogue in 50 mM Tricine pH 7.4 / growth medium (1:1) with 5 uM ATP; BL measured at 37 degC on an IVIS Spectrum III (auto exposure, FOV B, OPEN filter), highest average radiance (p/s/cm2/sr) within the first 5 min, normalised to the co-expressed NanoLuc activity for transfection efficiency; relative to Luc2/LH2 = 100.",LIVE-CELL ACTIVITY relative to Luc2/LH2 = 100; Table S1. This is a different basis from the in vitro specific activity and the two do not track each other.,,,,Table S1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,,,,,"PLR3/OH-QLH2 (718 nm, 2% visible, 76% >690 nm); CBR2/NH2-NpLH2 (721 nm, 3%, 73%); Red_Fluc/NH2-NpLH2 (694 nm, 8%, 62%)",,,,,,,"PLR3, CBR2, Fluc_red",click-beetle luciferase,,"96-well black clear-bottom plates, 0.5 ug purified Luc (0.1 ug Luc2 with LH2), 0.1 mL of 0.1 mM analogue, 0.1 mM Na-ATP, 1 mM MgSO4 in 50 mM Tricine pH 7.4; 45 s incubation; IVIS Spectrum III, filters OPEN, 520+/-20, 570+/-20, 620+/-20, 670+/-20, 710+/-20, 755+/-15, 790+/-20 nm; radiance corrected for decay; triplicate","WAVELENGTH DISTRIBUTION: percentage of emitted light in the visible (520+570+620+670 nm filters) and >= 690 nm (710+755+790 nm filters), corrected for specific activity; a spectral purity figure of merit, not a brightness. (Recorded here as a cross-reference; the values belong to OH-QLH2 and NH2-NpLH2.)",,,,,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,relative light output,,see basis,,,,,"with x2 and x11 Flucs DL-iLH2 gave a similar specific activity to the non-extended DL-BILH2; with CBR, DL-PBIiLH2 reached a similar level to DL-iLH2 and DL-BILH2; DL-PBIiLH2 was MORE active than DL-iLH2 with WT Fluc but overall",,,,,,,"wild-type Photinus pyralis firefly luciferase (Fluc), thermostable variants x2, x5 and x11, and click beetle red (CBR); nickel-NTA purified",click-beetle luciferase,,"200 uM substrate + 0.167 uM enzyme in TEM buffer (100 mM Tris-acetate, 2 mM EDTA, 10 mM MgSO4) pH 7.8; started with 2 mM saturating ATP; PhotonIMAGER Optima at 29 degC; spectra from 1 min integrations through 30 nm band-pass filters, spline-smoothed; specific activity = light integrated over the first 2 min","specific activities (photon flux/mg) integrated over 2 min, Fig. 4",,,,Fig. 4,Anderson2019,10.1016/j.tet.2018.11.061,https://doi.org/10.1016/j.tet.2018.11.061,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,non-enzymatic chemiluminescence,,nm or text,,,,,chemiluminescence of DL-iLH2 methyl ester initiated with 1 M potassium tert-butoxide emits broadly in the visible between green and red depending on the buffer; its spectral shape differs entirely from the Eluc bioluminescence spectrum (Supplementary Figure S8). No numeric maximum or yield is given.,,,,,,,,,unstated,"DL-iLH2 methyl ester + 1 M potassium tert-butoxide (method of Miura et al., 2013), various buffers","qualitative chemiluminescence spectrum only, no numbers printed",,,,,Jathoul2022,10.3389/fbioe.2022.897272,https://pmc.ncbi.nlm.nih.gov/articles/PMC9459109/,corrected
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,uM,6.0,,,,6.0,,,,,,,x5 Fluc,engineered firefly luciferase,,"esters saponified with porcine liver esterase (2.5 mg/mL, 10 mM ammonium bicarbonate, 37 degC, 200 rpm, 19 h); 10 uL of 0.64 uM - 1 mM ester added to 40 uL of 5 mM ATP containing 0.5 uM pure x5 Fluc in TEM buffer; 2 s light capture in an IVIS 200; Hanes-Woolf plot; triplicate","APPARENT Km in micromolar, Table 2 (the PDF renders the unit as 'mm' because the mu is lost; D-luciferin ethyl ester 2.0 and the Maki analogue 16.7 in the same table make micromolar the only consistent reading)",,,,Table 2,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,corrected
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,kcat (instrument-referenced),kcat (instrument-referenced),RLU s-1 x1e15,0.4,,,,0.4,,,,,,,x5 Fluc,engineered firefly luciferase,,as above,"APPARENT kcat expressed in RELATIVE LIGHT UNITS per second x 10^15 - an instrument-referenced quantity, not a molar turnover number. D-luciferin ethyl ester gave 40.0 and the Maki analogue 13.3 in the same table.",,,,,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,corrected
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,s-1 uM-1 x1e15,0.7,,,,0.7,,,,,,,x5 Fluc,engineered firefly luciferase,,as above,"APPARENT kcat/Km in s-1 uM-1 x 10^15 (same instrument-referenced basis as kcat); ~285-fold lower than D-luciferin (200), versus 25-fold lower for the Maki analogue (8.0)",,,,,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,,,,,,,,"Eluc, WT/x2/x5/x11 Fluc, CBR",click-beetle luciferase,,,Km for DL-iLH2 could not be measured because the racemate contains the inhibitory L-form,,,,,Jathoul2022,10.3389/fbioe.2022.897272,https://pmc.ncbi.nlm.nih.gov/articles/PMC9459109/,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for ATP (not for the luciferin),Km for ATP (not for the luciferin),uM,,,160.0,350.0,160-350,,,,,,,"Eluc, WT Fluc, x2, x5, x11 Fluc, CBR (range across all)",click-beetle luciferase,,ATP varied at saturating DL-iLH2; Hanes-Woolf analysis,"Km for ATP measured in the presence of DL-iLH2, micromolar, Supplementary Table 1 (WT 160, x2 200, x5 350, x11 200, Eluc 200, CBR 350). This is an ATP constant, not a luciferin constant.",,,,Table 1,Jathoul2022,10.3389/fbioe.2022.897272,https://pmc.ncbi.nlm.nih.gov/articles/PMC9459109/,corrected
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,0.13,0.05,,,0.13 +/- 0.05,,,,,,,Luc2 (mammalian codon-optimised Photinus pyralis luciferase),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,0.9,0.08,,,0.9 +/- 0.08,,,,,,,CBR2 (mouse codon-optimised click beetle red luciferase R334S/G351R variant),click-beetle luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,0.17,0.05,,,0.17 +/- 0.05,,,,,,,Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations),engineered firefly luciferase,,Km determined as described in the Supplementary Methods of Branchini2022; micromolar.,Michaelis constant in micromolar for the LUCIFERIN (Table 1/2/3 column ).,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,pH optimum,,-,6.6,,,,"6.6 (Eluc, WT Ppy, x2, x5 Fluc); 7.8 (x11 Fluc); 5.6 (CBR); 7.4 (iluc1)",,,,,,,as listed,other,,"pH dependence of activity with DL-iLH2, PhotonIMAGER Optima",NOT A KINETIC CONSTANT: these are the pH OPTIMA of specific activity with DL-iLH2 (Supplementary Figure S2 and S12D-F).,,,,Figure S2,Jathoul2022,10.3389/fbioe.2022.897272,https://pmc.ncbi.nlm.nih.gov/articles/PMC9459109/,corrected
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,spectral distribution fraction,"proportion of the emitted light above the stated wavelength, per cent",%,95.0,,,,95%,,spectral_fraction,D-luciferin = 100,in vitro,,,WT Fluc,wild-type firefly luciferase,,"band-pass filter series in a PhotonIMAGER (Biospace Labs) with an intensified CCD of good red sensitivity; consecutive 30 s acquisitions through different band-pass filters, each corrected for overall signal decay","PROPORTION OF EMITTED LIGHT ABOVE 600 nm (a spectral figure of merit, not a brightness); D-luciferin with the same enzyme gave 32%",,,,,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,spectral distribution fraction,"proportion of the emitted light above the stated wavelength, per cent",%,97.0,,,,97%,,spectral_fraction,D-luciferin = 100,in vitro,,,x5 Fluc,engineered firefly luciferase,,"band-pass filter series in a PhotonIMAGER (Biospace Labs) with an intensified CCD of good red sensitivity; consecutive 30 s acquisitions through different band-pass filters, each corrected for overall signal decay","PROPORTION OF EMITTED LIGHT ABOVE 600 nm (a spectral figure of merit, not a brightness); D-luciferin with the same enzyme gave 18%",,,,,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,spectral distribution fraction,"proportion of the emitted light above the stated wavelength, per cent",%,100.0,,,,100%,,spectral_fraction,D-luciferin = 100,in vitro,,,x5 S284T Fluc,engineered firefly luciferase,,"band-pass filter series in a PhotonIMAGER (Biospace Labs) with an intensified CCD of good red sensitivity; consecutive 30 s acquisitions through different band-pass filters, each corrected for overall signal decay","PROPORTION OF EMITTED LIGHT ABOVE 600 nm (a spectral figure of merit, not a brightness); D-luciferin with the same enzyme gave 68%",,,,,Jathoul2014,10.1002/anie.201405955,https://pmc.ncbi.nlm.nih.gov/articles/PMC4501308/,new
PB04,Infraluciferin,pi-Extended luciferins retaining the benzothiazole,benzothiazole,Stokes shift,,nm,235.0,,,,235,,,,,,,,,,"racemic free acid, 50 uM in TEM buffer pH 7.8, Tecan Infinite M200, +/- 5 nm; quantum yields from absorbances < 0.1 AU at 50 uM in 100 uL, eosin Y in basic ethanol as standard (490 nm excitation, QY 0.67)","Stokes shift derived in the text: D-luciferin 202 nm, infraluciferin +33 nm, diene analogue +76 nm",,,,,Anderson2017,10.1039/c6ra19541e,https://pmc.ncbi.nlm.nih.gov/articles/PMC5361108/,new
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,bioluminescence emission maximum,,nm,705.0,,,,705,,,,,,,recombinant Photinus pyralis luciferase (QuantiLum E1701),wild-type firefly luciferase,unstated,as Table 1; exposure time 10 min for 3 and 5,bioluminescence emission maximum,,,,Table 1,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,confirmed
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,bioluminescence emission maximum,,nm,665.0,,,,665,,,,,,,Akaluc (mutant firefly luciferase),engineered firefly luciferase,unstated,as Table 1,bioluminescence emission maximum,,,,Table 1,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,confirmed
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,bioluminescence emission maximum,,nm,665.0,,,,665,,,,,,,Akaluc (mutant firefly luciferase); the abstract misspells it,engineered firefly luciferase,unstated,as Table 1,bioluminescence emission maximum,,,,Table 1,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,corrected
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,relative light output,,see basis,1.3,,,,1.3%,,brighter_is_larger,D-luciferin = 100,in vitro,,,recombinant Photinus pyralis luciferase,wild-type firefly luciferase,,Table 1,relative light intensity at lambda-BL during the initial 600 s vs D-luciferin = 100%,,,,Table 1,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,confirmed
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,relative light output,,see basis,,,,,,,,,,,,Akaluc,other,,light emission too weak,not determinable,,,,,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,confirmed
PB05,Kitada 2020 analogue 3,pi-Extended luciferins retaining the benzothiazole,naphthalene,non-enzymatic chemiluminescence,,nm or text,685.0,,,,685,,,,,,,,,unstated,"1.25 mM ester + 125 mM t-BuOK in DMSO under air, AB-1850, 180 s",chemiluminescence emission maximum of the methyl ester 3j,,,,,Kitada2020,10.1002/chir.23236,https://doi.org/10.1002/chir.23236,confirmed
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,absorption maximum,,nm,343.0,,,,343,,,,,,,,,unstated,10 uM luciferin (solvent not separately stated for the absorption column),UV-vis absorption maximum of the LUCIFERIN,,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,445.0,,,,445,,,,,,,,,unstated,acetonitrile (the solvent is not stated by Chang2023b; it is the MeCN column of Yao2020 Figure S2b),"FLUORESCENCE emission maximum of Ph-Luc, quoted secondhand from Yao2020",,,,Figure S2b,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,confirmed
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,595.0,,,,595,,,,,,,,,unstated,10 uM luciferin in water,"SECOND (long-wavelength) FLUORESCENCE emission band of the luciferin in WATER, assigned to excited-state proton transfer at C6'",,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,confirmed
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,445.0,,,,445,,,,,,,,,unstated,,,TRUE,,,,Chang2023b,10.1039/d3ob00247k,https://pubs.rsc.org/en/content/articlehtml/2023/ob/d3ob00247k,secondary
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,475.0,,,,475 (plus a second ESPT band at 595),,,,,,,,,unstated,10 uM luciferin in water,FLUORESCENCE emission maximum of the LUCIFERIN in WATER,,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
PB06,Ph-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,bioluminescence emission maximum,,nm,,,,,,,,,,,,"wild-type Fluc; Fluc mutants G1, G4 and G5",wild-type firefly luciferase,unstated,"0-500 uM Ph-Luc with 1 ug native Fluc, 1 mM ATP, 1 mM CoA (Figure S4); bacterial-lysate screens for the mutants",NO measurable bioluminescence - no spectrum could be recorded,,,,Figure S4,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,confirmed
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,absorption maximum,,nm,361.0,,,,361,,,,,,,,,unstated,10 uM luciferin (solvent not separately stated for the absorption column),UV-vis absorption maximum of the LUCIFERIN,,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,529.0,,,,529,,,,,,,,,unstated,10 uM luciferin in acetonitrile,FLUORESCENCE emission maximum of the LUCIFERIN in ACETONITRILE,,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,fluorescence emission maximum,,nm,518.0,,,,518,,,,,,,,,unstated,10 uM luciferin in water,FLUORESCENCE emission maximum of the LUCIFERIN in WATER,,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,bioluminescence emission maximum,,nm,608.0,,,,608,,,,,,,"Fluc mutant G2 (S220N, E311C, A313G) of Yao2020",engineered firefly luciferase,unstated,PhOH-Luc 250 uM with 650 ug mutant G2,"BIOLUMINESCENCE emission maximum, quoted secondhand from Yao2020",,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,confirmed
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,bioluminescence emission maximum,,nm,608.0,,,,608,,,,,,,complementary designed luciferase (G-series mutant),engineered firefly luciferase,unstated,,,TRUE,,,,Chang2023b,10.1039/d3ob00247k,https://pubs.rsc.org/en/content/articlehtml/2023/ob/d3ob00247k,secondary
PB07,PhOH-Luc,pi-Extended luciferins retaining the benzothiazole,benzothiazole,bioluminescence emission maximum,,nm,608.0,,,,608,,,,,,,"Fluc mutant G2 (S220N, E311C, A313G)",engineered firefly luciferase,unstated,"650 ug enzyme, PhOH-Luc 250 uM","BIOLUMINESCENCE emission maximum, purified recombinant enzyme, Cary Eclipse spectrophotometer",,,,,Yao2020,10.1021/jacs.0c01064,https://pmc.ncbi.nlm.nih.gov/articles/PMC7867379/,new
